_ID;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
3440;32;services;married;secondary;no;4885;yes;yes;cellular;18;nov;400;2;-1;0;unknown;no
3441;31;admin.;married;secondary;no;0;yes;yes;cellular;18;nov;79;3;-1;0;unknown;no
3442;48;unemployed;married;primary;no;5462;no;no;unknown;6;jun;29;4;-1;0;unknown;no
3443;40;blue-collar;married;secondary;no;6767;yes;no;cellular;20;nov;97;2;-1;0;unknown;no
3444;42;technician;divorced;secondary;no;2974;yes;no;unknown;21;may;187;5;-1;0;unknown;no
3445;48;technician;married;secondary;no;427;no;no;unknown;14;may;201;1;-1;0;unknown;no
3446;38;services;married;secondary;no;8876;no;no;cellular;2;feb;280;1;75;1;failure;no
3447;53;management;married;tertiary;no;146;no;no;unknown;30;may;150;1;-1;0;unknown;no
3448;59;retired;divorced;secondary;no;319;no;no;cellular;24;jul;129;1;-1;0;unknown;no
3449;28;unemployed;single;secondary;no;304;no;no;cellular;14;jun;516;1;-1;0;unknown;no
3450;41;blue-collar;married;primary;no;389;yes;no;unknown;16;jun;127;2;-1;0;unknown;no
3451;50;management;single;primary;no;766;no;no;unknown;17;jun;174;2;-1;0;unknown;no
3452;31;admin.;married;secondary;no;0;yes;no;cellular;29;jul;82;5;-1;0;unknown;no
3453;30;technician;single;secondary;no;3107;yes;no;unknown;3;jun;1516;2;-1;0;unknown;no
3454;59;admin.;divorced;secondary;no;174;yes;no;unknown;16;may;204;1;-1;0;unknown;no
3455;33;technician;divorced;secondary;yes;-305;no;yes;unknown;9;may;109;1;-1;0;unknown;no
3456;35;self-employed;married;secondary;no;670;no;no;cellular;9;jul;378;1;-1;0;unknown;no
3457;30;management;single;tertiary;no;6164;yes;no;unknown;27;may;152;11;-1;0;unknown;no
3458;71;retired;married;secondary;no;2850;no;no;cellular;17;feb;185;1;-1;0;unknown;yes
3459;30;services;single;primary;no;79;yes;no;cellular;15;may;317;1;-1;0;unknown;no
3460;24;services;married;secondary;yes;110;yes;no;unknown;23;may;27;1;-1;0;unknown;no
3461;34;technician;single;secondary;no;5039;no;no;cellular;20;nov;205;6;-1;0;unknown;no
3462;34;blue-collar;married;secondary;no;360;yes;no;telephone;19;nov;46;1;182;2;failure;no
3463;52;admin.;married;secondary;no;199;no;no;cellular;28;jan;978;2;189;1;other;no
3464;33;self-employed;single;secondary;no;238;yes;yes;cellular;5;feb;45;5;-1;0;unknown;no
3465;38;blue-collar;married;secondary;no;5092;yes;no;unknown;17;jun;145;6;-1;0;unknown;no
3466;41;admin.;divorced;secondary;no;1088;yes;no;cellular;28;jan;138;1;-1;0;unknown;no
3467;42;management;divorced;tertiary;no;221;yes;no;unknown;7;may;720;2;-1;0;unknown;no
3468;38;blue-collar;divorced;secondary;no;889;no;yes;unknown;18;jun;362;1;-1;0;unknown;no
3469;48;blue-collar;married;primary;no;750;yes;no;cellular;18;may;90;6;-1;0;unknown;no
3470;34;technician;single;secondary;no;0;yes;yes;unknown;16;may;214;1;-1;0;unknown;no
3471;46;blue-collar;married;primary;no;1291;yes;no;cellular;14;may;142;3;259;17;failure;no
3472;33;technician;married;secondary;no;1844;yes;no;unknown;29;may;241;3;-1;0;unknown;no
3473;40;management;married;tertiary;no;89;yes;yes;telephone;9;feb;148;6;-1;0;unknown;no
3474;36;admin.;married;secondary;no;4280;no;no;unknown;19;jun;227;6;-1;0;unknown;no
3475;32;technician;single;secondary;no;0;no;no;cellular;21;aug;126;2;-1;0;unknown;no
3476;33;blue-collar;married;secondary;no;625;yes;no;unknown;28;may;410;1;-1;0;unknown;no
3477;55;technician;married;unknown;no;574;yes;no;cellular;29;jan;243;2;-1;0;unknown;no
3478;58;management;married;primary;no;320;yes;no;unknown;30;may;171;2;-1;0;unknown;no
3479;25;technician;single;tertiary;no;468;yes;no;unknown;15;may;147;1;-1;0;unknown;no
3480;47;services;married;secondary;no;440;yes;no;unknown;12;jun;91;1;-1;0;unknown;no
3481;40;unemployed;married;secondary;no;0;yes;no;cellular;19;nov;332;1;183;1;failure;no
3482;59;retired;married;secondary;no;5706;yes;no;cellular;25;jul;471;2;-1;0;unknown;no
3483;40;management;married;tertiary;no;7780;no;no;telephone;4;may;364;1;355;1;other;no
3484;30;management;married;secondary;no;-559;yes;yes;cellular;7;may;98;1;167;2;failure;no
3485;25;entrepreneur;single;tertiary;no;16874;yes;yes;cellular;15;may;117;2;-1;0;unknown;no
3486;58;retired;married;primary;no;1987;no;no;telephone;14;jul;185;4;-1;0;unknown;no
3487;39;entrepreneur;married;unknown;no;98;yes;no;telephone;15;may;59;3;367;1;other;no
3488;40;self-employed;married;tertiary;no;642;no;no;cellular;18;nov;147;3;-1;0;unknown;no
3489;38;blue-collar;married;secondary;no;526;yes;yes;unknown;23;may;553;2;-1;0;unknown;no
3490;66;management;single;tertiary;no;6483;no;no;cellular;13;aug;275;1;-1;0;unknown;no
3491;47;management;married;tertiary;no;2306;no;no;telephone;6;aug;239;4;-1;0;unknown;yes
3492;37;blue-collar;married;secondary;no;954;yes;no;unknown;2;jun;402;9;-1;0;unknown;no
3493;36;management;single;tertiary;no;-679;yes;yes;cellular;7;may;172;1;93;1;failure;no
3494;50;blue-collar;married;primary;no;-1;no;no;cellular;19;aug;195;2;-1;0;unknown;no
3495;76;retired;married;primary;no;2590;no;no;telephone;9;feb;68;12;-1;0;unknown;no
3496;58;management;single;tertiary;no;331;no;yes;cellular;28;jul;82;3;-1;0;unknown;no
3497;42;admin.;married;secondary;no;4209;yes;no;unknown;5;jun;57;6;-1;0;unknown;no
3498;58;services;divorced;secondary;no;462;no;no;cellular;13;nov;495;1;93;1;success;yes
3499;28;self-employed;single;tertiary;no;0;yes;no;cellular;21;jul;479;1;-1;0;unknown;no
3500;41;technician;married;secondary;no;0;no;no;cellular;29;aug;141;2;-1;0;unknown;no
3501;30;management;married;tertiary;no;151;no;no;cellular;19;aug;82;4;-1;0;unknown;no
3502;32;management;divorced;tertiary;no;883;yes;no;cellular;10;dec;798;1;185;5;other;yes
3503;27;services;single;secondary;no;266;no;yes;cellular;7;jul;232;1;-1;0;unknown;no
3504;48;management;married;tertiary;no;0;no;no;cellular;26;aug;60;5;-1;0;unknown;no
3505;36;technician;married;tertiary;no;491;yes;no;unknown;8;may;103;3;-1;0;unknown;no
3506;54;management;married;tertiary;no;3;no;yes;cellular;8;jul;443;1;-1;0;unknown;no
3507;36;blue-collar;married;secondary;no;198;yes;no;unknown;9;may;400;2;-1;0;unknown;no
3508;52;housemaid;married;secondary;no;14363;no;no;unknown;5;jun;132;1;-1;0;unknown;no
3509;34;technician;divorced;secondary;no;0;yes;yes;cellular;18;aug;374;16;-1;0;unknown;no
3510;43;technician;married;secondary;no;136;no;no;cellular;25;aug;363;7;-1;0;unknown;yes
3511;32;management;single;tertiary;no;28;no;no;cellular;8;aug;111;2;-1;0;unknown;no
3512;33;management;single;tertiary;no;335;no;no;cellular;29;aug;130;4;-1;0;unknown;no
3513;51;housemaid;married;unknown;no;174;no;no;telephone;29;jul;308;3;-1;0;unknown;no
3514;39;unemployed;married;secondary;no;270;yes;no;unknown;3;jun;116;1;-1;0;unknown;no
3515;44;management;single;tertiary;no;1206;no;no;cellular;9;jul;160;2;-1;0;unknown;no
3516;49;housemaid;divorced;primary;no;198;yes;no;unknown;13;may;205;3;-1;0;unknown;no
3517;25;technician;married;tertiary;no;914;yes;no;cellular;12;may;185;2;-1;0;unknown;no
3518;39;self-employed;married;secondary;no;31;yes;no;cellular;20;nov;61;2;181;4;failure;no
3519;54;technician;married;secondary;no;0;no;no;telephone;14;aug;159;2;106;6;success;no
3520;32;management;single;tertiary;no;347;yes;no;cellular;18;may;213;1;264;6;failure;no
3521;36;management;married;tertiary;no;860;yes;no;unknown;20;may;294;15;-1;0;unknown;no
3522;54;technician;married;secondary;no;89;yes;no;cellular;10;jul;140;3;-1;0;unknown;no
3523;31;technician;married;secondary;no;0;yes;yes;cellular;28;jan;71;1;223;9;other;no
3524;45;services;married;secondary;no;0;no;yes;cellular;8;jul;47;7;-1;0;unknown;no
3525;31;admin.;single;secondary;no;68;yes;no;cellular;16;apr;570;2;-1;0;unknown;no
3526;45;technician;married;secondary;no;-149;yes;no;cellular;14;jul;287;2;-1;0;unknown;no
3527;33;services;divorced;secondary;no;2411;yes;no;cellular;23;oct;130;1;161;1;failure;yes
3528;46;management;divorced;tertiary;no;225;yes;no;cellular;14;may;201;1;345;1;other;no
3529;43;unknown;single;tertiary;no;2731;no;no;cellular;21;nov;11;7;-1;0;unknown;no
3530;50;management;married;tertiary;no;112;yes;no;cellular;4;nov;70;5;85;5;other;no
3531;44;management;divorced;tertiary;no;0;no;no;cellular;22;aug;54;2;-1;0;unknown;no
3532;42;services;married;secondary;no;3620;yes;no;unknown;27;may;22;16;-1;0;unknown;no
3533;26;blue-collar;single;secondary;no;179;no;no;cellular;30;jul;103;3;-1;0;unknown;no
3534;47;admin.;single;secondary;no;1544;yes;no;cellular;6;apr;104;1;312;1;failure;no
3535;48;blue-collar;married;primary;no;199;no;no;telephone;18;aug;29;2;-1;0;unknown;no
3536;60;blue-collar;married;unknown;no;231;yes;no;unknown;12;may;57;2;-1;0;unknown;no
3537;27;admin.;divorced;secondary;no;76;yes;no;unknown;4;jun;236;1;-1;0;unknown;no
3538;30;unemployed;single;tertiary;no;302;no;no;cellular;11;feb;528;3;-1;0;unknown;yes
3539;28;admin.;single;secondary;no;189;yes;no;cellular;31;jul;68;2;-1;0;unknown;no
3540;58;retired;married;primary;no;565;no;no;telephone;7;jul;876;1;-1;0;unknown;yes
3541;37;entrepreneur;married;tertiary;no;310;no;no;cellular;1;sep;76;1;-1;0;unknown;no
3542;36;services;married;secondary;no;1746;yes;no;unknown;26;may;99;1;-1;0;unknown;no
3543;39;technician;married;secondary;no;6;yes;no;cellular;18;may;122;3;357;4;failure;no
3544;52;unemployed;married;primary;no;-110;no;yes;cellular;29;jan;141;1;-1;0;unknown;no
3545;55;retired;married;secondary;no;2749;yes;yes;unknown;29;may;58;2;-1;0;unknown;no
3546;30;management;single;tertiary;no;6495;no;no;cellular;30;mar;78;3;-1;0;unknown;no
3547;36;blue-collar;single;secondary;no;35;yes;no;unknown;3;jun;435;3;-1;0;unknown;no
3548;39;admin.;married;secondary;no;-650;no;no;cellular;15;may;123;2;364;1;failure;no
3549;47;blue-collar;married;primary;no;292;no;yes;telephone;28;jul;210;3;-1;0;unknown;no
3550;42;housemaid;single;primary;no;5774;yes;no;unknown;15;may;54;2;-1;0;unknown;no
3551;42;management;married;secondary;no;2416;yes;no;unknown;20;may;138;4;-1;0;unknown;no
3552;58;retired;married;secondary;no;35;no;no;cellular;29;jul;336;7;-1;0;unknown;no
3553;68;retired;married;secondary;no;19317;yes;no;cellular;4;aug;249;1;-1;0;unknown;yes
3554;43;technician;married;secondary;no;50;no;no;unknown;28;may;63;1;-1;0;unknown;no
3555;44;blue-collar;married;secondary;no;-674;yes;no;unknown;5;may;257;1;-1;0;unknown;no
3556;49;technician;married;tertiary;no;3726;no;no;cellular;5;aug;875;2;-1;0;unknown;yes
3557;57;retired;married;tertiary;no;1180;yes;yes;unknown;14;may;191;2;-1;0;unknown;no
3558;61;self-employed;divorced;tertiary;no;6610;no;no;cellular;24;feb;481;2;-1;0;unknown;yes
3559;36;admin.;single;secondary;no;319;yes;no;cellular;18;may;120;2;-1;0;unknown;no
3560;31;blue-collar;married;secondary;no;1545;yes;yes;cellular;13;may;207;1;-1;0;unknown;no
3561;51;technician;married;tertiary;no;1315;no;no;telephone;5;jun;303;2;-1;0;unknown;no
3562;31;technician;single;tertiary;no;424;no;no;cellular;21;aug;93;2;-1;0;unknown;no
3563;56;blue-collar;married;primary;no;151;no;no;cellular;3;feb;128;1;-1;0;unknown;no
3564;30;technician;single;tertiary;no;-970;no;yes;cellular;21;aug;194;2;-1;0;unknown;no
3565;38;services;married;secondary;no;-762;yes;yes;unknown;30;may;408;2;-1;0;unknown;no
3566;35;services;married;secondary;no;181;yes;no;cellular;31;jul;5;3;-1;0;unknown;no
3567;31;blue-collar;married;unknown;no;-120;yes;no;cellular;17;jul;231;2;-1;0;unknown;no
3568;39;admin.;divorced;secondary;no;1022;yes;no;unknown;20;jun;20;3;-1;0;unknown;no
3569;50;management;married;tertiary;no;78;yes;no;cellular;14;jan;218;3;161;9;other;no
3570;39;technician;married;tertiary;no;209;no;no;unknown;23;jul;36;2;-1;0;unknown;no
3571;26;admin.;married;secondary;no;2469;no;no;cellular;16;jul;136;8;-1;0;unknown;no
3572;55;technician;married;secondary;no;0;no;no;cellular;19;nov;336;1;-1;0;unknown;no
3573;43;blue-collar;divorced;primary;no;328;no;yes;cellular;8;jul;192;1;-1;0;unknown;no
3574;34;housemaid;married;tertiary;no;0;no;no;cellular;26;may;141;1;188;1;failure;no
3575;51;self-employed;married;primary;no;307;yes;yes;unknown;17;jun;65;2;-1;0;unknown;no
3576;31;management;married;tertiary;no;1384;yes;no;cellular;30;jan;203;2;2;3;other;no
3577;32;management;married;tertiary;no;0;no;no;cellular;26;aug;104;9;-1;0;unknown;no
3578;53;technician;married;secondary;no;719;yes;no;unknown;14;may;230;1;-1;0;unknown;no
3579;44;management;divorced;tertiary;no;0;no;no;cellular;10;aug;71;1;-1;0;unknown;no
3580;38;entrepreneur;married;tertiary;no;6704;yes;no;unknown;21;may;205;2;-1;0;unknown;no
3581;47;self-employed;married;tertiary;no;4543;yes;no;unknown;14;may;162;1;-1;0;unknown;no
3582;36;management;married;tertiary;no;0;yes;no;unknown;27;may;145;2;-1;0;unknown;no
3583;30;management;single;tertiary;no;149;yes;no;unknown;3;jun;220;2;-1;0;unknown;no
3584;46;blue-collar;married;secondary;no;-1400;yes;no;telephone;6;may;309;3;355;4;failure;no
3585;33;entrepreneur;married;secondary;no;-118;yes;yes;unknown;27;may;421;3;-1;0;unknown;no
3586;43;blue-collar;married;secondary;no;2160;no;no;cellular;8;sep;261;1;98;1;success;yes
3587;38;management;married;tertiary;no;3452;no;no;cellular;13;aug;132;2;-1;0;unknown;no
3588;27;technician;single;secondary;no;842;no;no;cellular;30;jul;273;1;91;1;other;no
3589;38;management;married;unknown;no;3576;no;no;cellular;25;nov;349;2;183;1;success;yes
3590;41;unemployed;married;tertiary;no;1666;no;no;unknown;9;jun;291;3;-1;0;unknown;no
3591;29;technician;married;secondary;no;0;yes;no;cellular;28;jul;83;6;-1;0;unknown;no
3592;39;services;married;secondary;no;0;yes;no;unknown;20;may;793;2;-1;0;unknown;no
3593;42;blue-collar;single;primary;no;1628;yes;no;cellular;5;feb;119;1;195;8;success;no
3594;47;services;married;secondary;no;51;yes;yes;unknown;16;may;312;1;-1;0;unknown;no
3595;30;blue-collar;single;secondary;yes;447;no;no;unknown;14;may;103;6;-1;0;unknown;no
3596;34;admin.;married;secondary;no;396;yes;no;cellular;16;jul;101;3;-1;0;unknown;no
3597;45;housemaid;married;primary;no;4994;no;no;unknown;20;jun;48;1;-1;0;unknown;no
3598;43;admin.;married;secondary;no;3215;yes;no;cellular;21;jul;228;3;-1;0;unknown;no
3599;59;blue-collar;married;primary;no;2814;no;no;unknown;20;jun;81;3;-1;0;unknown;no
3600;50;technician;married;secondary;no;0;no;no;cellular;7;jul;152;2;-1;0;unknown;no
3601;39;blue-collar;married;secondary;no;293;yes;no;unknown;23;may;160;3;-1;0;unknown;no
3602;36;technician;married;secondary;no;474;yes;no;unknown;27;may;59;1;-1;0;unknown;no
3603;44;blue-collar;married;secondary;no;16178;yes;no;cellular;21;nov;297;1;-1;0;unknown;no
3604;36;technician;married;tertiary;no;0;no;no;cellular;22;aug;147;2;-1;0;unknown;no
3605;27;management;single;tertiary;no;88;no;no;cellular;4;may;143;1;-1;0;unknown;no
3606;29;services;married;secondary;no;308;yes;no;unknown;28;may;75;1;-1;0;unknown;no
3607;70;retired;married;secondary;no;1164;no;no;telephone;14;may;338;3;185;2;failure;no
3608;44;management;married;tertiary;no;13893;no;no;unknown;11;jun;29;2;-1;0;unknown;no
3609;55;management;married;tertiary;no;0;yes;no;unknown;14;may;159;2;-1;0;unknown;no
3610;36;technician;divorced;secondary;no;-435;yes;no;unknown;2;jun;85;8;-1;0;unknown;no
3611;28;technician;single;secondary;no;389;yes;no;cellular;11;may;15;7;-1;0;unknown;no
3612;50;management;divorced;tertiary;no;356;no;no;cellular;8;may;198;2;358;5;other;no
3613;49;technician;married;secondary;no;2718;no;no;unknown;19;may;114;2;-1;0;unknown;no
3614;71;retired;divorced;tertiary;no;261;no;no;cellular;12;aug;1117;2;-1;0;unknown;no
3615;31;admin.;single;secondary;no;757;no;no;cellular;3;feb;343;2;-1;0;unknown;no
3616;45;management;single;tertiary;no;16;no;no;cellular;31;jul;59;2;-1;0;unknown;no
3617;42;blue-collar;married;secondary;no;-422;no;no;cellular;9;jul;31;1;-1;0;unknown;no
3618;45;admin.;married;secondary;no;248;no;no;cellular;16;jul;212;2;-1;0;unknown;no
3619;47;technician;married;primary;no;145;yes;no;unknown;7;may;157;6;-1;0;unknown;no
3620;60;retired;divorced;secondary;no;598;no;yes;cellular;8;jul;96;1;-1;0;unknown;no
3621;35;management;married;tertiary;no;949;yes;no;unknown;27;may;245;2;-1;0;unknown;no
3622;31;technician;single;tertiary;no;614;no;no;cellular;11;aug;72;4;-1;0;unknown;no
3623;33;blue-collar;married;primary;no;1209;yes;no;cellular;16;apr;700;1;-1;0;unknown;no
3624;50;self-employed;married;tertiary;no;202;yes;no;cellular;15;apr;107;1;148;4;failure;no
3625;51;blue-collar;married;secondary;no;1840;yes;no;cellular;18;aug;312;3;-1;0;unknown;no
3626;34;technician;married;secondary;no;114;yes;yes;cellular;4;jun;153;1;309;3;other;no
3627;56;services;married;secondary;no;-229;no;yes;cellular;23;jul;55;10;-1;0;unknown;no
3628;29;services;married;secondary;no;182;yes;no;telephone;13;may;38;3;-1;0;unknown;no
3629;31;blue-collar;married;secondary;no;401;no;no;cellular;14;aug;96;3;-1;0;unknown;no
3630;44;technician;divorced;unknown;no;759;yes;no;unknown;23;may;397;1;-1;0;unknown;no
3631;55;retired;married;secondary;no;4194;no;yes;telephone;30;jul;208;3;-1;0;unknown;no
3632;35;student;single;unknown;no;0;no;no;telephone;28;jan;122;3;-1;0;unknown;no
3633;36;technician;married;tertiary;no;629;yes;yes;cellular;29;dec;109;1;246;1;failure;no
3634;54;retired;married;secondary;no;153;yes;yes;unknown;26;may;74;1;-1;0;unknown;no
3635;32;management;married;tertiary;no;553;yes;no;cellular;22;jul;72;1;-1;0;unknown;no
3636;36;management;divorced;tertiary;no;1057;no;no;cellular;5;feb;383;2;-1;0;unknown;no
3637;60;retired;married;secondary;no;78;yes;no;unknown;12;may;113;3;-1;0;unknown;no
3638;32;technician;single;secondary;no;-28;no;yes;unknown;4;jul;400;1;-1;0;unknown;no
3639;57;management;married;tertiary;no;929;no;no;cellular;19;aug;387;8;-1;0;unknown;no
3640;34;blue-collar;married;primary;no;428;yes;no;cellular;18;may;59;2;-1;0;unknown;no
3641;27;student;single;secondary;no;268;yes;no;cellular;13;may;528;1;358;2;failure;no
3642;52;management;single;tertiary;no;83;no;no;cellular;26;aug;1223;6;-1;0;unknown;yes
3643;45;admin.;divorced;unknown;no;998;yes;no;telephone;30;jul;38;2;-1;0;unknown;no
3644;58;admin.;single;secondary;no;2223;no;no;cellular;4;dec;1139;2;114;1;success;no
3645;39;blue-collar;single;primary;no;6;yes;no;cellular;19;nov;286;2;-1;0;unknown;no
3646;48;blue-collar;single;secondary;no;312;yes;yes;cellular;3;feb;369;2;-1;0;unknown;no
3647;36;management;single;secondary;no;0;no;no;cellular;13;aug;333;5;-1;0;unknown;no
3648;31;technician;single;secondary;no;691;yes;no;cellular;8;may;198;1;-1;0;unknown;no
3649;41;management;married;tertiary;no;771;yes;no;cellular;26;aug;106;8;-1;0;unknown;no
3650;30;self-employed;single;secondary;no;192;no;no;cellular;22;jul;423;1;-1;0;unknown;no
3651;57;retired;married;tertiary;no;0;no;no;cellular;12;aug;116;4;-1;0;unknown;no
3652;29;admin.;single;secondary;no;1070;yes;no;unknown;19;may;30;1;357;1;other;yes
3653;29;services;divorced;secondary;no;84;yes;no;cellular;13;apr;1101;2;-1;0;unknown;yes
3654;30;management;single;tertiary;no;2;no;no;cellular;16;jun;102;1;85;1;failure;no
3655;44;management;married;tertiary;no;1242;yes;no;cellular;6;aug;384;6;-1;0;unknown;no
3656;33;student;single;unknown;no;5969;no;no;cellular;4;sep;156;2;127;8;failure;no
3657;56;admin.;divorced;secondary;no;3337;yes;no;telephone;17;nov;99;3;-1;0;unknown;no
3658;26;services;single;secondary;no;1347;no;no;telephone;18;jun;280;6;92;5;other;yes
3659;52;technician;married;secondary;no;64;no;no;telephone;29;aug;20;2;-1;0;unknown;no
3660;32;management;single;secondary;no;249;yes;no;unknown;2;jun;258;1;-1;0;unknown;no
3661;36;technician;single;secondary;no;0;no;no;cellular;29;aug;85;6;-1;0;unknown;no
3662;26;blue-collar;married;secondary;no;128;no;no;unknown;4;jul;355;1;-1;0;unknown;no
3663;37;blue-collar;married;secondary;no;196;yes;no;unknown;5;jun;66;3;-1;0;unknown;no
3664;34;technician;married;secondary;no;351;yes;no;cellular;18;jul;467;1;-1;0;unknown;no
3665;26;services;single;secondary;no;5533;yes;no;cellular;7;may;582;2;283;4;failure;no
3666;32;services;married;secondary;no;38;yes;no;cellular;15;may;744;1;-1;0;unknown;yes
3667;30;management;single;tertiary;yes;35;no;no;cellular;30;jul;185;4;-1;0;unknown;no
3668;27;technician;single;secondary;no;235;yes;no;cellular;12;may;13;5;-1;0;unknown;no
3669;42;admin.;single;secondary;no;30;yes;no;cellular;4;feb;98;1;266;3;failure;no
3670;33;blue-collar;single;primary;no;92;yes;no;unknown;9;may;127;1;-1;0;unknown;no
3671;37;blue-collar;married;secondary;no;67;no;no;unknown;3;jun;45;2;-1;0;unknown;no
3672;45;blue-collar;married;secondary;no;4022;yes;no;cellular;29;jan;244;3;-1;0;unknown;no
3673;36;entrepreneur;married;tertiary;no;3057;no;no;unknown;16;jun;2769;4;-1;0;unknown;yes
3674;39;management;single;tertiary;no;0;yes;no;cellular;12;may;561;4;369;3;failure;no
3675;33;management;single;tertiary;no;349;no;no;cellular;22;aug;182;1;-1;0;unknown;no
3676;47;services;married;secondary;no;2322;no;no;cellular;22;aug;618;1;-1;0;unknown;no
3677;49;entrepreneur;married;secondary;no;167;yes;yes;unknown;6;may;198;3;-1;0;unknown;no
3678;46;management;divorced;secondary;no;558;no;no;cellular;19;aug;126;6;-1;0;unknown;no
3679;31;services;married;secondary;no;-230;yes;yes;cellular;16;jul;715;1;-1;0;unknown;no
3680;43;unemployed;divorced;secondary;no;4094;yes;no;cellular;21;nov;63;1;-1;0;unknown;no
3681;30;blue-collar;single;secondary;yes;239;yes;no;unknown;21;may;412;1;-1;0;unknown;yes
3682;43;management;divorced;tertiary;no;497;no;no;cellular;13;may;66;1;363;22;failure;no
